Order_ID,Order_Date,Product_ID,Product_Name,Category,Price,Quantity,Channel,City,Customer_ID,Stock_Available,Sales,Stock_Status
108,2024-05-20,1044,Bag,,2468.34,3,Store,Bangalore,5163,391,7405.02,Overstock
109,2024-03-05,1013,Phone,,2178.55,1,App,Hyderabad,6137,362,2178.55,Overstock
110,2023-01-28,1042,Shirt,,834.61,2,Store,Bangalore,6542,71,1669.22,Optimal
111,2022-07-26,1084,Phone,,4211.44,2,App,Mumbai,6638,216,8422.88,Optimal
112,2024-11-04,1083,Watch,Electronics,753.21,3,App,Delhi,5148,177,2259.63,Optimal
113,2024-06-10,1032,Shirt,,614.91,2,Store,Delhi,5782,160,1229.82,Optimal
114,2024-05-13,1002,Phone,,2251.1,3,App,Hyderabad,6837,430,6753.29999999999,Overstock
115,2024-01-13,1086,Shoes,Fashion,2239.57,1,App,Bangalore,5087,250,2239.57,Optimal
116,2023-07-18,1043,Headphones,Electronics,4909.2,4,Online,Mumbai,5942,284,19636.8,Optimal
117,2024-10-17,1086,Phone,,724.91,2,Store,Hyderabad,6210,275,1449.82,Optimal
118,2022-04-06,1090,Headphones,Electronics,2470.75,1,Online,Bangalore,6980,431,2470.75,Overstock
119,2023-04-30,1034,Phone,,1086.1,4,Online,Bangalore,5680,143,4344.4,Optimal
120,2022-08-19,1024,Headphones,Electronics,3538.64,3,Store,Mumbai,6333,438,10615.92,Overstock
121,2024-01-19,1095,Laptop,Electronics,2019.27,3,App,Hyderabad,6558,236,6057.80999999999,Optimal
122,2023-06-25,1085,Headphones,Electronics,3277.49,1,Online,Hyderabad,6864,399,3277.49,Overstock
123,2024-11-25,1007,Headphones,Electronics,1758.21,4,App,Delhi,6803,258,7032.84,Optimal
124,2023-06-09,1061,Laptop,Electronics,2866.28,3,App,Hyderabad,6159,24,8598.84,Understock
125,2023-08-01,1017,Laptop,Electronics,2398.77,4,Online,Delhi,6941,420,9595.08,Overstock
126,2023-11-13,1091,Watch,Electronics,1934.39,3,App,Hyderabad,5305,129,5803.17,Optimal
127,2023-07-11,1027,Headphones,Electronics,2733.87,4,Store,Bangalore,5238,258,10935.48,Optimal
128,2024-10-09,1074,Phone,,1980.61,1,Online,Mumbai,6313,363,1980.61,Overstock
129,2023-10-08,1011,Bag,,4049.49,1,App,Hyderabad,5339,325,4049.49,Overstock
130,2024-03-06,1063,Shoes,Fashion,2526.66,2,Online,Bangalore,5874,335,5053.32,Overstock
131,2024-11-17,1001,Shirt,,4525.32,2,Online,Hyderabad,5351,190,9050.64,Optimal
132,2022-07-09,1058,Bag,,1191.74,1,Store,Delhi,6420,351,1191.74,Overstock
133,2023-09-25,1036,Laptop,Electronics,649.41,2,App,Bangalore,6510,314,1298.82,Overstock
134,2023-09-20,1003,Sofa,Furniture,1966.74,3,Store,Delhi,5019,58,5900.22,Optimal
135,2024-08-30,1040,Phone,,999.93,2,Online,Hyderabad,6415,438,1999.86,Overstock
136,2023-12-11,1044,Shoes,Fashion,2026.29,2,App,Bangalore,6861,285,4052.58,Optimal
137,2023-10-11,1033,Shoes,Fashion,1116.31,4,Online,Delhi,5610,95,4465.24,Optimal
138,2022-11-14,1086,Laptop,Electronics,4354.26,3,App,Hyderabad,5224,159,13062.78,Optimal
139,2023-11-15,1012,Watch,Electronics,2882.73,1,Store,Mumbai,6688,217,2882.73,Optimal
140,2023-10-26,1006,Laptop,Electronics,2538.19,3,Online,Mumbai,6933,360,7614.57,Overstock
141,2023-03-18,1031,Watch,Electronics,3959.95,4,App,Mumbai,6639,490,15839.8,Overstock
142,2023-07-18,1022,Bag,,738.8,2,Store,Mumbai,5442,399,1477.6,Overstock
143,2024-08-09,1048,Sofa,Furniture,4299.37,3,Store,Bangalore,6842,228,12898.11,Optimal
144,2023-11-30,1071,Sofa,Furniture,2468.19,4,Online,Mumbai,5180,468,9872.76,Overstock
145,2022-04-23,1046,Laptop,Electronics,768.52,1,Store,Delhi,5143,469,768.52,Overstock
146,2022-01-02,1036,Shirt,,4115.12,2,App,Delhi,6909,420,8230.24,Overstock
147,2023-10-04,1097,Bag,,2357.8,4,Online,Hyderabad,5869,332,9431.2,Overstock
148,2022-08-08,1047,Headphones,Electronics,3062.54,4,Online,Mumbai,6768,8,12250.16,Understock
149,2024-05-04,1028,Laptop,Electronics,4478.68,4,App,Mumbai,6779,312,17914.72,Overstock
150,2023-01-20,1036,Laptop,Electronics,4464.39,1,Store,Delhi,5101,324,4464.39,Overstock
151,2024-12-12,1022,Bag,,4474.81,1,App,Delhi,6346,191,4474.81,Optimal
152,2023-12-31,1037,Shoes,Fashion,2142.9,4,App,Bangalore,6573,475,8571.6,Overstock
153,2022-09-04,1092,Laptop,Electronics,3773.07,3,Online,Hyderabad,6993,48,11319.21,Understock
154,2024-04-15,1043,Laptop,Electronics,1243.03,1,Online,Bangalore,5940,406,1243.03,Overstock
155,2022-07-22,1004,Laptop,Electronics,4172.77,3,App,Bangalore,6248,446,12518.31,Overstock
156,2022-05-03,1051,Shirt,,1774.44,3,Store,Mumbai,5143,346,5323.32,Overstock
157,2023-02-05,1039,Shoes,Fashion,2373.17,4,Online,Delhi,5350,168,9492.68,Optimal
158,2024-02-06,1010,Phone,,4467.82,4,App,Hyderabad,6387,301,17871.28,Overstock
159,2022-10-21,1077,Bag,,4048.13,2,Online,Hyderabad,5748,195,8096.26,Optimal
160,2022-10-07,1001,Phone,,4767.3,1,Store,Bangalore,6176,176,4767.3,Optimal
161,2024-06-02,1034,Phone,,1881.02,1,Online,Bangalore,6869,16,1881.02,Understock
162,2022-07-17,1044,Phone,,840.32,1,Store,Hyderabad,6331,119,840.32,Optimal
163,2024-09-08,1048,Shoes,Fashion,4561.01,4,Store,Delhi,5618,466,18244.04,Overstock
164,2024-01-22,1034,Laptop,Electronics,2516.46,1,App,Delhi,6837,257,2516.46,Optimal
165,2022-05-24,1091,Phone,,4458.06,4,App,Bangalore,5889,453,17832.24,Overstock
166,2023-09-01,1071,Bag,,3687.16,1,Store,Hyderabad,5775,65,3687.16,Optimal
167,2022-07-06,1031,Laptop,Electronics,4386.53,3,Online,Delhi,5456,83,13159.59,Optimal
168,2023-04-09,1067,Headphones,Electronics,3308.14,4,App,Hyderabad,6975,137,13232.56,Optimal
169,2023-10-22,1070,Headphones,Electronics,4080.62,2,Store,Delhi,5780,75,8161.24,Optimal
170,2024-02-03,1038,Phone,,689.65,2,Online,Delhi,6869,352,1379.3,Overstock
171,2024-08-12,1047,Shirt,,4844.64,1,Online,Hyderabad,6982,327,4844.64,Overstock
172,2023-02-07,1090,Bag,,986.8,3,App,Bangalore,5270,135,2960.39999999999,Optimal
173,2022-05-27,1036,Laptop,Electronics,220.06,3,Online,Bangalore,5308,296,660.18,Optimal
174,2024-05-13,1059,Shoes,Fashion,2700.96,1,App,Hyderabad,6846,218,2700.96,Optimal
175,2023-05-04,1080,Watch,Electronics,3588.37,2,Online,Delhi,6011,339,7176.74,Overstock
176,2024-07-17,1073,Shirt,,3610.45,1,Online,Bangalore,5260,352,3610.45,Overstock
177,2023-07-05,1003,Bag,,1762.24,3,Store,Mumbai,5509,37,5286.72,Understock
178,2022-12-04,1022,Watch,Electronics,3793.78,1,Online,Mumbai,6830,345,3793.78,Overstock
179,2024-05-21,1013,Shirt,,4228.54,1,Online,Bangalore,5524,371,4228.54,Overstock
180,2023-10-03,1004,Shoes,Fashion,3089.06,1,Online,Delhi,5322,464,3089.06,Overstock
181,2023-04-18,1065,Shirt,,1991.36,3,App,Mumbai,6632,244,5974.08,Optimal
182,2022-05-31,1023,Headphones,Electronics,3106.52,2,Store,Bangalore,5018,457,6213.04,Overstock
183,2022-09-20,1017,Laptop,Electronics,4324.93,4,Store,Mumbai,6438,67,17299.72,Optimal
184,2022-05-24,1026,Sofa,Furniture,4512.31,1,Online,Bangalore,6119,288,4512.31,Optimal
185,2022-12-12,1023,Sofa,Furniture,254.43,4,Store,Bangalore,5820,150,1017.72,Optimal
186,2023-09-16,1028,Phone,,699.75,4,Online,Hyderabad,5577,185,2799.0,Optimal
187,2024-10-13,1010,Headphones,Electronics,122.12,2,App,Bangalore,5120,337,244.24,Overstock
188,2024-05-30,1017,Phone,,2512.97,2,Online,Bangalore,6231,341,5025.94,Overstock
189,2022-01-02,1003,Laptop,Electronics,2238.32,3,Online,Delhi,6393,113,6714.96,Optimal
190,2024-06-15,1032,Shoes,Fashion,2774.43,4,Online,Hyderabad,6407,244,11097.72,Optimal
191,2022-09-11,1077,Laptop,Electronics,3449.87,4,Online,Delhi,6284,369,13799.48,Overstock
192,2023-03-29,1041,Phone,,1892.34,1,App,Bangalore,5357,472,1892.34,Overstock
193,2024-11-26,1031,Shirt,,1122.03,1,Store,Delhi,6437,112,1122.03,Optimal
194,2024-10-11,1050,Watch,Electronics,2034.62,2,Online,Bangalore,5048,465,4069.24,Overstock
195,2022-01-09,1003,Headphones,Electronics,144.15,2,Store,Delhi,5057,319,288.3,Overstock
196,2024-03-26,1019,Laptop,Electronics,4164.29,2,Online,Mumbai,6425,39,8328.58,Understock
197,2022-07-27,1084,Laptop,Electronics,1980.26,3,Store,Mumbai,6443,222,5940.78,Optimal
198,2023-02-08,1066,Shoes,Fashion,3151.66,4,App,Bangalore,5104,172,12606.64,Optimal
199,2022-06-01,1088,Phone,,1691.16,3,Store,Hyderabad,6789,360,5073.48,Overstock
200,2022-02-23,1067,Bag,,3112.58,4,Store,Hyderabad,5805,384,12450.32,Overstock
201,2023-09-20,1061,Laptop,Electronics,2748.13,2,App,Mumbai,6841,207,5496.26,Optimal
202,2023-08-10,1057,Shirt,,1121.94,3,Store,Delhi,6840,441,3365.82,Overstock
203,2022-04-14,1046,Watch,Electronics,3164.09,3,Online,Bangalore,5923,171,9492.27,Optimal
204,2022-09-11,1074,Shirt,,637.15,4,Online,Mumbai,6591,418,2548.6,Overstock
205,2023-05-25,1079,Sofa,Furniture,2457.32,4,App,Delhi,5160,191,9829.28,Optimal
206,2022-04-09,1058,Phone,,3627.4,3,App,Hyderabad,5897,479,10882.2,Overstock
207,2022-06-02,1099,Shirt,,2790.41,1,App,Hyderabad,6537,371,2790.41,Overstock
208,2024-07-02,1005,Shoes,Fashion,3756.73,4,Online,Delhi,6183,52,15026.92,Optimal
209,2024-05-27,1094,Watch,Electronics,1438.5,4,Store,Hyderabad,5523,144,5754.0,Optimal
210,2022-12-04,1039,Phone,,339.21,3,App,Mumbai,6574,236,1017.62999999999,Optimal
211,2024-04-01,1076,Shirt,,374.25,2,Online,Hyderabad,5562,458,748.5,Overstock
212,2024-08-14,1022,Laptop,Electronics,1416.75,1,Store,Bangalore,5645,396,1416.75,Overstock
213,2022-06-10,1051,Phone,,2097.57,2,Online,Hyderabad,6038,68,4195.14,Optimal
214,2024-03-11,1003,Shirt,,2733.78,3,Store,Hyderabad,6247,74,8201.34,Optimal
215,2023-02-02,1036,Bag,,3812.54,2,App,Hyderabad,6838,342,7625.08,Overstock
216,2024-03-26,1041,Headphones,Electronics,4214.09,2,App,Delhi,5300,272,8428.18,Optimal
217,2023-02-05,1043,Laptop,Electronics,3499.04,3,Online,Bangalore,5812,98,10497.1199999999,Optimal
218,2023-10-02,1096,Sofa,Furniture,2369.72,4,Store,Mumbai,5270,423,9478.88,Overstock
219,2024-11-22,1041,Watch,Electronics,1395.99,2,Online,Hyderabad,5777,335,2791.98,Overstock
220,2023-11-19,1028,Phone,,2196.23,3,Store,Delhi,5846,467,6588.69,Overstock
221,2023-04-05,1018,Phone,,1439.64,3,Online,Delhi,6126,289,4318.92,Optimal
222,2024-08-12,1083,Shirt,,3159.87,3,Store,Hyderabad,5878,50,9479.61,Optimal
223,2023-04-15,1031,Sofa,Furniture,4109.21,2,App,Delhi,6890,106,8218.42,Optimal
224,2024-11-11,1043,Shoes,Fashion,2639.12,4,Online,Delhi,6291,438,10556.48,Overstock
225,2024-01-20,1054,Shirt,,324.61,2,Store,Delhi,5484,254,649.22,Optimal
226,2022-02-07,1079,Shirt,,4704.77,2,Online,Delhi,5290,214,9409.54,Optimal
227,2022-08-18,1004,Shoes,Fashion,1541.99,1,Online,Delhi,5771,295,1541.99,Optimal
228,2023-07-17,1045,Bag,,4581.1,2,Store,Mumbai,6673,390,9162.2,Overstock
229,2023-03-14,1075,Shoes,Fashion,4084.03,3,Store,Delhi,6875,210,12252.09,Optimal
230,2022-01-27,1044,Shoes,Fashion,2124.31,3,Online,Delhi,6194,289,6372.93,Optimal
231,2022-08-14,1020,Watch,Electronics,377.85,1,Online,Mumbai,6182,235,377.85,Optimal
232,2024-03-08,1077,Shoes,Fashion,4743.75,1,Store,Bangalore,6950,119,4743.75,Optimal
233,2022-10-11,1021,Headphones,Electronics,3329.36,1,App,Delhi,5414,419,3329.36,Overstock
234,2024-05-28,1029,Shoes,Fashion,1323.3,1,Online,Delhi,6427,39,1323.3,Understock
235,2024-08-17,1022,Laptop,Electronics,2714.33,2,Online,Mumbai,5367,145,5428.66,Optimal
236,2023-03-29,1004,Laptop,Electronics,3213.32,2,Store,Mumbai,5328,235,6426.64,Optimal
237,2024-10-16,1062,Shoes,Fashion,1210.63,3,Online,Bangalore,6018,199,3631.89,Optimal
238,2024-03-26,1092,Watch,Electronics,558.35,2,App,Mumbai,5460,279,1116.7,Optimal
239,2023-10-21,1058,Watch,Electronics,1410.58,1,Online,Delhi,5932,110,1410.58,Optimal
240,2023-07-01,1093,Sofa,Furniture,333.25,4,Online,Delhi,6913,233,1333.0,Optimal
241,2024-12-08,1081,Watch,Electronics,442.93,1,Online,Mumbai,6338,229,442.93,Optimal
242,2022-01-17,1051,Headphones,Electronics,867.27,1,App,Delhi,6000,158,867.27,Optimal
243,2022-06-07,1064,Headphones,Electronics,876.19,4,App,Delhi,5663,486,3504.76,Overstock
244,2023-04-22,1038,Sofa,Furniture,1314.96,4,App,Hyderabad,6780,438,5259.84,Overstock
245,2024-12-05,1080,Shoes,Fashion,4693.4,1,Store,Mumbai,6112,498,4693.4,Overstock
246,2023-06-02,1002,Watch,Electronics,2921.52,2,Store,Delhi,6786,208,5843.04,Optimal
247,2022-04-09,1041,Laptop,Electronics,2170.28,3,App,Delhi,5314,87,6510.84,Optimal
248,2024-11-26,1070,Sofa,Furniture,2862.62,4,Store,Hyderabad,5471,396,11450.48,Overstock
249,2022-10-07,1026,Laptop,Electronics,127.99,3,Store,Mumbai,6096,101,383.969999999999,Optimal
250,2023-05-12,1027,Headphones,Electronics,4484.26,2,Online,Mumbai,5156,444,8968.52,Overstock
251,2022-10-29,1053,Shirt,,2708.33,1,Store,Mumbai,5329,229,2708.33,Optimal
252,2022-06-30,1094,Bag,,2313.09,2,Store,Hyderabad,6997,406,4626.18,Overstock
253,2023-08-30,1014,Headphones,Electronics,4713.85,2,Online,Delhi,5085,26,9427.7,Understock
254,2023-12-01,1052,Headphones,Electronics,3679.0,3,Online,Hyderabad,6452,89,11037.0,Optimal
255,2024-09-19,1071,Laptop,Electronics,1753.36,2,Store,Hyderabad,5907,296,3506.72,Optimal
256,2022-07-10,1069,Shoes,Fashion,4687.17,4,Online,Mumbai,5629,298,18748.68,Optimal
257,2022-09-10,1091,Watch,Electronics,4274.79,1,App,Hyderabad,6287,150,4274.79,Optimal
258,2024-09-07,1003,Headphones,Electronics,4777.22,4,Online,Mumbai,5955,394,19108.88,Overstock
259,2024-07-16,1093,Watch,Electronics,571.5,2,Store,Delhi,5962,250,1143.0,Optimal
260,2022-05-08,1016,Bag,,4780.9,3,Store,Delhi,6817,460,14342.6999999999,Overstock
261,2022-01-18,1033,Phone,,2760.13,3,App,Bangalore,6811,18,8280.39,Understock
262,2023-07-20,1005,Bag,,3393.85,4,Store,Hyderabad,6872,477,13575.4,Overstock
263,2023-07-24,1035,Bag,,1139.97,4,Online,Mumbai,5414,494,4559.88,Overstock
264,2023-11-17,1098,Shoes,Fashion,787.97,3,App,Delhi,6996,375,2363.91,Overstock
265,2023-09-18,1038,Bag,,489.0,4,Store,Mumbai,6449,390,1956.0,Overstock
266,2024-05-03,1079,Shirt,,2169.33,2,Online,Bangalore,5049,212,4338.66,Optimal
267,2024-08-19,1065,Watch,Electronics,1184.61,1,Online,Delhi,6183,366,1184.61,Overstock
268,2022-06-04,1007,Laptop,Electronics,499.95,1,Store,Mumbai,6669,91,499.95,Optimal
269,2023-05-05,1014,Sofa,Furniture,4779.82,1,Store,Delhi,6521,367,4779.82,Overstock
270,2024-02-24,1062,Headphones,Electronics,3693.62,3,Store,Bangalore,5498,378,11080.86,Overstock
271,2022-09-03,1090,Shoes,Fashion,2637.49,3,Store,Delhi,5159,190,7912.46999999999,Optimal
272,2024-11-28,1079,Bag,,3742.4,3,Online,Hyderabad,6055,109,11227.2,Optimal
273,2024-01-29,1064,Watch,Electronics,3096.15,1,Store,Bangalore,6450,230,3096.15,Optimal
274,2023-06-22,1058,Sofa,Furniture,972.36,4,Online,Mumbai,5287,302,3889.44,Overstock
